,Repository,Number,State,Title,Body,Labels,Comments,Codes,Commands,class,related
127,caffe,5661,open,pycaffe occupy all gpus avaliables,"Using code in line 19 of the notebook example in [http://nbviewer.jupyter.org/github/BVLC/caffe/blob/master/examples/01-learning-lenet.ipynb](url), i created a python code to create and run caffe model.

But, when i call method by IPython, even if i specified which gpu it want to use, caffe occupy all gpus avaliables.

My code is:



### Your system configuration
Operating system: Ubuntu 14.04
caffe version: 0.15.13
Python: 2.7.6 ",,"['Just a clarification:\r\nPyCaffe seems to allocate in all GPUs ~112 Mb and in the gpu specified by my code its allocate all work, as seen by nvidia-smi call:\r\n```\r\n+-----------------------------------------------------------------------------+\r\n| NVIDIA-SMI 361.93.02              Driver Version: 361.93.02                 |\r\n|-------------------------------+----------------------+----------------------+\r\n| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |\r\n| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |\r\n|===============================+======================+======================|\r\n|   0  Tesla M40           On   | 0000:03:00.0     Off |                    0 |\r\n|  0%   40C    P0    66W / 250W |    299MiB / 11448MiB |      0%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n|   1  Tesla M40           On   | 0000:04:00.0     Off |                    0 |\r\n|  0%   43C    P0   158W / 250W |    468MiB / 11448MiB |     90%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n|   2  Tesla M40           On   | 0000:82:00.0     Off |                    0 |\r\n|  0%   29C    P0    66W / 250W |    114MiB / 11448MiB |      0%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n|   3  Tesla M40           On   | 0000:83:00.0     Off |                    0 |\r\n|  0%   30C    P0    65W / 250W |    114MiB / 11448MiB |      0%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n                                                                               \r\n+-----------------------------------------------------------------------------+\r\n| Processes:                                                       GPU Memory |\r\n|  GPU       PID  Type  Process name                               Usage      |\r\n|=============================================================================|\r\n|    0      1811    C   /usr/bin/python                                106MiB |\r\n|    0     99066    C   /usr/bin/python                                188MiB |\r\n|    1     99066    C   /usr/bin/python                                466MiB |\r\n|    2     99066    C   /usr/bin/python                                112MiB |\r\n|    3     99066    C   /usr/bin/python                                112MiB |\r\n+-----------------------------------------------------------------------------+\r\n```\r\n\r\nIs it be considered as bug? or is it normal?\r\n\r\n']","['\r\ndef run(solver_config_path, num_gpu=1 ):\r\n\tcaffe.set_mode_gpu()\r\n\tcaffe.set_device( num_gpu )\r\n\r\n\tsolver_config = caffe_pb2.SolverParameter()\r\n\twith open(solver_config_path) as f:\r\n\t\ttext_format.Merge(str(f.read()), solver_config)\r\n\r\n\tsolver = None  \r\n\tsolver = caffe.get_solver(solver_config_path)\r\n\r\n\tniter = solver_config.max_iter  # EDIT HERE increase to train for longer\r\n\ttest_interval = solver_config.test_interval\r\n\ttrain_loss = np.zeros(niter)\r\n\ttest_loss = np.zeros(int(np.ceil(niter / test_interval)))\r\n\tfor it in range(niter):\r\n            .....\r\n            .....\r\n']",[],0,0
128,caffe,5641,open,VERION,"https://github.com/BVLC/caffe/search?utf8=%E2%9C%93&q=VERION&type=

should be VERSION, shouldn't it?",style,[],[],[],0,0
129,caffe,5422,open,parse_log.sh and plot_training_log.py broken by log format,"#Iters Seconds TrainingLoss LearningRate
0      60.772177    60.7705s/100  0.0001
100    96.870289    36.0956s/100  0.0001
200    133.719327   36.8478s/100  0.0001
300    170.667324   36.946s/100   0.0001
400    207.608621   36.9394s/100  0.0001
500    244.500362   36.89s/100    0.0001
600    281.548364   37.0463s/100  0.0001
700    318.434129   36.8841s/100  0.0001
800    355.580382   37.1446s/100  0.0001
900    392.528603   36.9466s/100  0.0001
1000   429.473415   36.9432s/100  0.0001
1100   466.495543   37.0206s/100  0.0001
1200   503.244692   36.7477s/100  0.0001
1300   540.270175   37.0241s/100  0.0001
1400   577.266514   36.995s/100   0.0001
1500   614.206808   36.9389s/100  0.0001
1600   651.201857   36.9936s/100  0.0001
1700   688.026594   36.8234s/100  0.0001
1800   725.065849   37.0379s/100  0.0001
1900   761.979795   36.9126s/100  0.0001
2000   859.710876   97.7279s/100  0.0001
2100   896.690779   36.9773s/100  0.0001
2200   933.594652   36.9026s/100  0.0001
2300   970.522537   36.9266s/100  0.0001
2400   1007.543336  37.0196s/100  0.0001
2500   1044.460583  36.916s/100   0.0001
2600   1081.500929  37.0391s/100  0.0001
2700   1118.330184  36.8281s/100  0.0001
2800   1155.352403  37.021s/100   0.0001
2900   1192.409225  37.0556s/100  0.0001
3000   1229.340137  36.9297s/100  0.0001
3100   1266.362365  37.0211s/100  0.0001
3200   1303.306361  36.9428s/100  0.0001
3300   1340.233099  36.9256s/100  0.0001
...

The training loss here is time per 100 iteration.",bug,"['<img width=""990"" alt=""screen shot 2017-03-18 at 10 51 28 am"" src=""https://cloud.githubusercontent.com/assets/10518587/24068408/dcf946bc-0bc8-11e7-98ae-f5279062bc4d.png"">\r\n\r\nI think this is the part that causes the problem. Why is the log format not consistent?', 'And also why is their two losses for training when I only define one?\r\n\r\n1) Iteration ..... , loss = ...\r\n2) Train net output ... : loss = ...\r\n\r\nand these 2 losses are of different values.', 'I met this problem,  I changed the parse_log.sh, and it worked\r\n\r\n**before**\r\n`grep \', loss = \' $1 | awk \'{print $9}\' > aux1.txt\r\n`\r\n**after changed**\r\n` grep \', loss = \' $1 | awk -F = \'{print $2}\' > aux1.txt\r\n`\r\nI use ""="" to help find the right position of loss, I hope it can help you.', '@cypof this issue and #5361 seem to be caused by 3ba20549b7f49a76cd023d19f781a6891b2c2122 since the solver logging was altered. See https://github.com/BVLC/caffe/blob/master/src/caffe/solver.cpp#L220-L221\r\n\r\nCould you fix the tools? (Bonus: add simple tests, like for draw_net.py, or else this will keep breaking accidentally.)', 'thks @fangbinwei your fix works. #5514 The python parser looks ok.\r\n\r\n@yxchng iteration loss is snoothed, c.f. solfver_param.average_loss.  ', '> And also why is their two losses for training when I only define one?\r\n> \r\n>     1. Iteration ..... , loss = ...\r\nThis value is the average over the last `average_loss`  iterations as specified in the `solver.prototxt` parameter. \r\nhttps://github.com/BVLC/caffe/wiki/Solver-Prototxt\r\n\r\n> \r\n>     2. Train net output ... : loss = ...\r\n> \r\nThis value is the loss for that specific iteration\r\n']",[],[],0,0
130,caffe,4309,open,will there be some examples for the new lstm layers?,"will there be some examples for the new lstm layer?
",,"['I am looking for it\n', 'Did you ever figure this out? LSTM on caffe does not seem to work']",[],[],0,0
131,caffe,5566,open,Any interface to clear to intermediate variables generated by network forward in test phase?,"Seems I googled around for a while and found no interface to reset the network to its status as newly loaded in test phase.

I mean the memory used can only increase but not decrease.

The problem is that say, I have 3 separate alg worker process that are in the algorithm chain.

Suppose A/B/C have similar memory usage above, and my GPU is 8GB.
It's clear where the problem appears. It will say  while forwarding in .

One embarrass solution is copy output from alg and then  and  the net to keep ~400MB memory usage. And continue with the next alg.
Under production, this is a stupid solution that will waste a lot of time on  and  (file reading IO).
So, can we supply an interface to free all the appropriate variables that will lead the  fresh new as just loaded?

I found the most possible API in [ApolloCaffe](https://github.com/Russell91/apollocaffe). But the author seemed not maintaining the repo. @Russell91 


Code from google snapshot of http://apollocaffe.com/",,"[""Caffe resize blobs on each `forward()` so the memory occupied will gradually increase.\r\n\r\nYou should know that allocating and freeing chunks of memory are also time-consuming. Beside the time costs born by device synchronizing between CPU and GPU, it has to IO weights and other layer information between CPU, RAM and your hard drive as well. I don't think it could get any better if the feature you asked is implemented.\r\n\r\nAnyway, the posted workflow could be done step-by-step, run all `alg1` before `alg2` might be a solution. If it doesn't suit your need, you need a better video card with larger VRAM with it."", 'I don\'t know if this feature is worth to be implemented.\r\n\r\nI finally solved my embarrass situation by `reload` the net after each `forward pass` which is like the code below:\r\n```python\r\nnet = caffe.Net(...) # let\'s say it uses 400MB memory.\r\nnet.blobs[""data""].data[...] = img # In theory, this operation should only increase memory usage by a few MB.\r\nresult = net.forward()[""output""] # Seems the memory usage up to ~3GB in my practical situation.\r\nnet = caffe.Net(...) # Reload to free the ~3GB memory used to ~400MB.\r\n```\r\nI use this same approach to alg A/B/C, so that the memory peak would be only ~3GB rather than 9GB before. This solved my problem, but, lead to `50% extra executing time`.']","['python\r\nnet = caffe.Net(...) # let\'s say it uses 400MB memory.\r\nnet.blobs[""data""].data[...] = img # In theory, this operation should only increase memory usage by a few MB.\r\nresult = net.forward()[""output""] # Seems the memory usage up to ~3GB in my practical situation.\r\n', '\r\nInput Image -> alg A -> alg B -> alg C -> output\r\n', ""python\r\n# /path/to/apollo/examples/apollocaffe/simple.py\r\nimport apollocaffe\r\nfrom apollocaffe.layers import NumpyData, Convolution, EuclideanLoss\r\nimport numpy as np\r\n\r\nnet = apollocaffe.ApolloNet()\r\nfor i in range(1000):\r\n    example = np.array(np.random.random()).reshape((1, 1, 1, 1))\r\n    net.clear_forward()\r\n    net.f(NumpyData('data', example))\r\n    net.f(NumpyData('label', example*3))\r\n    net.f(Convolution('conv', (1,1), 1, bottoms=['data']))\r\n    net.f(EuclideanLoss('loss', bottoms=['conv', 'label']))\r\n    net.backward()\r\n    net.update(lr=0.1)\r\n    if i % 100 == 0:\r\n        print net.loss\r\n""]","['out of memory', 'alg C', 'reload', 're-initialized', 'delete', 'reload', 'net']",0,0
132,caffe,6685,open, boost,"## Important - read before submitting

*Please read the [guidelines for contributing](https://github.com/BVLC/caffe/blob/master/CONTRIBUTING.md) before submitting this issue!*

*Please do not post installation, build, usage, or modeling questions, or other requests for help to Issues.*
Use the [caffe-users list](https://groups.google.com/forum/#!forum/caffe-users) instead.
This helps developers maintain a clear, uncluttered, and efficient view of the state of Caffe.

### Issue summary


### Steps to reproduce


### Tried solutions


### System configuration

* Operating system: 
* Compiler: 
* CUDA version (if applicable): 
* CUDNN version (if applicable): 
* BLAS: 
* Python version (if using pycaffe): 
* MATLAB version (if using matcaffe): 

### Issue checklist

- [ ] read the guidelines and removed the first paragraph
- [ ] written a short summary and detailed steps to reproduce
- [ ] explained how solutions to related problems failed (tick if found none)
- [ ] filled system configuration
- [ ] attached relevant logs/config files (tick if not applicable)
",,[],[],[],0,0
133,caffe,3331,open,how  could weight_diff of a conv layer become so large?,"cccp5
top data[max:105.422 min:-123.697 mean:-1.9735]

bottom data[max:96.133 min:-0 mean:0.000809771]

top diff[max1.35333e-08 min:-1.33265e-08 mean:-1.96833e-16]

bottom diff[max:0.000116085 min:-0.000235484 mean:-2.54426e-16]

weight diff[max:1.17238e+06 min:-0.770284 mean:10107.5]

weight[max:0.177044 min:-0.202771 mean:-0.000405207]

i print the information of a conv layer,the top diff and bottom data is small,why weight diff became so big???  since we know weight diff depends on the value of top diff and bottom data.

code:
if (this->param_propagate_down_[0]) {
          this->weight_cpu_gemm(bottom_data + n \* this->bottom_dim_,
              top_diff + n \* this->top_dim_, weight_diff);
}
",,"[""From https://github.com/BVLC/caffe/blob/master/CONTRIBUTING.md:\n\n> _Please do not post usage, installation, or modeling questions, or other requests for help to Issues._\n> Use the [caffe-users list](https://groups.google.com/forum/#!forum/caffe-users) instead. This helps developers maintain a clear, uncluttered, and efficient view of the state of Caffe.\n\nAre you running this for multiple iterations (gradient accumulation with `iter_size` in solver)?\n\nDo you think that you've found a bug?  Or are you just surprised that your particular problem is unstable?\n"", 'is there a iter_size in solver? i could not find it.\ni am not sure whether it is bug or not,but it was strange that weight diff became so large since we how to compute the weight diff from top diff and bottom data.\n']",[],[],0,0
134,caffe,5954,open,Caffe got stuck halfway when training imagenet dataset,"Please use the [caffe-users list](https://groups.google.com/forum/#!forum/caffe-users) for usage, installation, or modeling questions, or other requests for help.
_Do not post such requests to Issues._ Doing so interferes with the development of Caffe.

Please read the [guidelines for contributing](https://github.com/BVLC/caffe/blob/master/CONTRIBUTING.md) before submitting this issue.

### Issue summary
I'm training imagenet dataset using inception v3. Everything was fine in the first two days, but then caffe was stuck since yesterday.  The log hasn't been updated for 24 hours, but when I check cpu and gpu, it seems that caffe in still runing. Does anyone know what's going on? Thanks a lot!


### nvidia-smi output:

### log
",,"['@liangshuang1993 Have you managed to resolve this issue?\r\n\r\nI am experiencing the same problem with the latest code on master branch cloned with git yesterday.\r\n\r\nIn my case, the training reaches around 23000 iterations and then hangs. Once it hangs there is no logs anymore. I am using a combination of lmdb layer and MemoryDataLayer. \r\n\r\nIf it helps, I am calling solver->Step(1) for multiple iterations because the size of data is too large to store in hard drive (as a lmdb file) or in RAM, so the MemoryDataLayer takes new input from RAM in each iteration. \r\n\r\nThe configuration of 02 data layers of my model, if that helps:\r\n\r\nname: ""MyNet""\r\nlayer {\r\n    name: ""lowlevel_db""\r\n    type: ""Data""\r\n    top: ""lowdata""\r\n    top: ""label""\r\n    transform_param {\r\n\t    mirror: false\r\n    } \r\n    data_param {\r\n        source: ""train_lowDB""\r\n        backend: LMDB\r\n        batch_size: 100\r\n    }\r\n}\r\nlayer {\r\n  name: ""highlevel_db""\r\n  type: ""MemoryData""\r\n  top: ""conv5_3""\r\n  top: ""fakelabel""\r\n  transform_param {\r\n\tmirror: false\r\n  }\r\n  memory_data_param {\r\n\tbatch_size: 100\r\n\tchannels: 512\r\n\theight: 14\r\n\twidth: 14\r\n  }\r\n}\r\n']","['\r\n| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |\r\n| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |\r\n|===============================+======================+======================|\r\n|   0  Tesla K80           On   | 0000:08:00.0     Off |                    0 |\r\n| N/A   51C    P0   124W / 149W |  10200MiB / 11439MiB |     88%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n|   1  Tesla K80           On   | 0000:09:00.0     Off |                    0 |\r\n| N/A   67C    P0   134W / 149W |   6412MiB / 11439MiB |     80%      Default |\r\n+-------------------------------+----------------------+----------------------+\r\n|   2  Tesla K80           On   | 0000:83:00.0     Off |                    0 |\r\n| N/A   53C    P0   136W / 149W |   6412MiB / 11439MiB |     92%      Default |\r\n', '\r\n...\r\n0: I0928 08:55:50.993021 58717 sgd_solver.cpp:105] Iteration 113320, lr = 0.0088668\r\n0: I0928 08:56:26.529989 58717 solver.cpp:218] Iteration 113360 (1.12558 iter/s, 35.5371s/40 iters), loss = 0.529116\r\n0: I0928 08:56:26.530251 58717 solver.cpp:237]     Train net output #0: loss1/loss1 = 1.59655 (* 0.3 = 0.478965 loss)\r\n0: I0928 08:56:26.530263 58717 sgd_solver.cpp:105] Iteration 113360, lr = 0.0088664\r\n0: I0928 08:57:02.026926 58717 solver.cpp:218] Iteration 113400 (1.12686 iter/s, 35.4968s/40 iters), loss = 0.559563\r\n0: I0928 08:57:02.027178 58717 solver.cpp:237]     Train net output #0: loss1/loss1 = 1.18278 (* 0.3 = 0.354835 loss)\r\n0: I0928 08:57:02.027192 58717 sgd_solver.cpp\r\n']",[],0,0
135,caffe,86,closed,Add python script to plot the training log,,interface,"['Would be good to have. One can better formulate the solver messages or potentially have the solver write the key parameters like current loss to a separate log file so further scripts could analyze it more easily.\n', 'I have a bash script that extracts the relevant information from the log,\nwhich later can be easily plotted with python, gnuplot, matlab, ...\nI can share or simply add it to the code base see #89.\n\n2014-02-08 kloudkl notifications@github.com:\n\n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/BVLC/caffe/issues/86\n> .\n', '@sguada, thanks for sharing your script in #89 and #90!  I am inspired a lot. \n\nDue to the diversified requirements of the users of Caffe, the best we can do is to provide a sample python script as the basis for various customizations. To this end, data extraction and plotting should be separated as you have done. For benchmarking purpose, results of multiple experiments often need to be plotted in one chart.\n\nBased on the information present in the current version of training log, possible useful plots are summarized as follows. In the future, this script should be synchronized with the changes of the training log format such as adding training or validation accuracy.\n1. Test accuracy (test score 0)  vs. training iterations / time;\n2. Test loss (test score 1) vs. training iterations / time;\n3. Training loss vs. training iterations / time;\n4. Learning rate vs. training iterations / time;\n', 'Good job everyone. This is done with #89 #90 #91 .\n']",[],[],0,0
136,caffe,703,closed,Problem while importing caffe in Python,"When I try to import caffe from the terminal in Ubuntu by the command python -c ""import caffe"", I get the following error :

GLIBC_2.15' not found (required by /usr/lib/x86_64-linux-gnu/libvorbis.so.0)
`

Could anyone assist here ?
",,"[""I've seen this as well; looks like it's a bug in a recent anaconda release. You can work around it by temporarily renaming libm.so and libm.so.6 in your anaconda lib directory.\n\nSee https://groups.google.com/a/continuum.io/forum/#!topic/anaconda/-DLG2ZdTkw0.\n"", 'Now I am confused by this ImportError; is there some wrong ?\n @sayanghosh if you have solved this problem ,please let me know ,thank you very much\n', ""I am getting this error as well, but can't seem to figure out how to solve it.  Doing a `locate libm.so.6` I see this:\n\n```\n/home/dreed/anaconda/lib/libm.so.6\n/home/dreed/anaconda/pkgs/system-5.8-1/lib/libm.so.6\n/lib/x86_64-linux-gnu/libm.so.6\n```\n\nIsn't this correct?\n""]",[],"['', '\nTraceback (most recent call last):\n  File ""<string>"", line 1, in <module>\n  File ""/home/sghosh/mnt/Sayancode/caffe/caffe/distribute/python/caffe/__init__.py"", line 1, in <module>\n    from .pycaffe import Net, SGDSolver\n  File ""/home/sghosh/mnt/Sayancode/caffe/caffe/distribute/python/caffe/pycaffe.py"", line 10, in <module>\n    from ._caffe import Net, SGDSolver\nImportError: /home/sghosh/anaconda/bin/../lib/libm.so.6: version ', '']",0,0
137,caffe,101,closed,Establish Development and Contribution Guidelines,"This is a request for comments on the Caffe development model and contribution protocol. These aren't draconian laws so much as guidelines so we can all happily brew Caffe. Establishing protocols is only a side effect of having such thriving development, so it's a lovely problem we have.

Development workflow proposal:
-  is golden.
- work is done in feature branches. These should be rebased to the tip of  to avoid drift–and this is required for merge.
-  is the branching point for features, and the target of pull requests for merge.
- contributions are shepherded from  to   by the project maintainers after integration and testing via merge.
- the history of  is not rewritten. accidents are fixed by reverts.
- ""releases"" are marked with tags

Contributions/Issues/PR proposal: see https://github.com/BVLC/caffe/issues/101#issuecomment-35349256.

The closer your contribution follows these suggestions, the less friction for merging.
",,"['sounds good to me. Will help avoiding problems in #100 :)\n\nYangqing\n\nOn Wed, Feb 12, 2014 at 5:40 PM, Evan Shelhamer notifications@github.comwrote:\n\n> How about making a dev branch to use as the default target for pull\n> requests? Once there has been review and testing and the development of a\n> particular change has quieted down we can merge to master.\n> \n> ## \n> \n> Reply to this email directly or view it on GitHubhttps://github.com/BVLC/caffe/issues/101\n> .\n', 'Done, with a draft contributing guide in README too. 59cdf127c28df07369ca8d2d1ba6f87d21c75972\n', 'Let\'s try the `dev` model.\n\nIf the overhead of having `dev` proves annoying, we could keep up our active development in `master` but tag whenever we have anything ""stable"" enough for cloning.\n', ""Yeah, I'm not sure what is the best way to go. Having two parallel branches could be annoying to keep in sync but could allow to try more things. Maybe we should have someone assigned to do a code review before any pull request is merged in master.\n"", ""Based on today's d339d242b43ec5bec9dceb657ee0d665d524b1eb breaking master (sorry everybody!) I think `dev` is worth the slight overhead. There are tricks to keep the integration work down.\n\nI volunteer to handle `dev` for now and I'll write up a guide on working with it without headaches.\n"", '@shelhamer I have created my first PR #125 against `dev` instead of master, I hope this will work. \n', ""Here's a sketch of my proposal for a contribution protocol:\n- 0. make issues for bugs (label: bug) , tentative proposals, and questions (label: question).\n- 1a. make PRs _as soon as development begins_. create a feature branch, make your initial commit, push, and PR to let everyone know you are working on it and let discussion guide development instead of review development after-the-fact.\n- 1b. As soon as a proposal from step 0 earns enough interest to warrant development, make a PR, and reference + close the old issue to direct the conversation to the PR.\n- 2. when a PR is ready, comment to sign off on it and let maintainers know.\n"", '@shelhamer, I opened PR #126 to follow the clause 1a of your protocol. I believe that it will improve the development speed and the quality of the final algorithm.\n', '@shelhamer attaching a pull request to an issue is possible with some shell scripts. http://stackoverflow.com/questions/4528869/how-do-you-attach-a-new-pull-request-to-an-existing-issue-on-github\n', 'Yes, you can attach a _new_ PR to an issue by many ways: the API, referring\nto the issue number in commits (like in my custom merges), and so on. What\nI am trying to avoid is a proliferation of PRs and issues when one would\nsuffice, and the API does not yet support updating _existing_ PRs.\n\nThank you for the script pointer though, and being conscientious in your\nown work to link follow-up issues and PRs to avoid losing the thread.\n\nLe mardi 18 février 2014, Lin Min notifications@github.com a écrit :\n\n> @shelhamer https://github.com/shelhamer attaching a pull request to an\n> issue is possible with some shell scripts.\n> http://stackoverflow.com/questions/4528869/how-do-you-attach-a-new-pull-request-to-an-existing-issue-on-github\n> \n> —\n> Reply to this email directly or view it on GitHubhttps://github.com/BVLC/caffe/issues/101#issuecomment-35455511\n> .\n', ""P.S. hub is wonderful and everyone should use it.\n\nLe mardi 18 février 2014, Evan Shelhamer shelhamer@imaginarynumber.net a\nécrit :\n\n> Yes, you can attach a _new_ PR to an issue by many ways: the API,\n> referring to the issue number in commits (like in my custom merges), and so\n> on. What I am trying to avoid is a proliferation of PRs and issues when one\n> would suffice, and the API does not yet support updating _existing_ PRs.\n> \n> Thank you for the script pointer though, and being conscientious in your\n> own work to link follow-up issues and PRs to avoid losing the thread.\n> \n> Le mardi 18 février 2014, Lin Min <notifications@github.com<javascript:_e(%7B%7D,'cvml','notifications@github.com');>>\n> a écrit :\n> \n> > @shelhamer https://github.com/shelhamer attaching a pull request to an\n> > issue is possible with some shell scripts.\n> > http://stackoverflow.com/questions/4528869/how-do-you-attach-a-new-pull-request-to-an-existing-issue-on-github\n> > \n> > —\n> > Reply to this email directly or view it on GitHubhttps://github.com/BVLC/caffe/issues/101#issuecomment-35455511\n> > .\n"", 'I will add a ""contributing"" doc page as part of #151 \n', 'The README now has contributing, documentation, and branching sections and the documentation has [development guidelines](http://caffe.berkeleyvision.org/development.html). This issue is solved, and further work can refine these guides.\n']",[],"['master', 'dev', 'dev', 'dev', 'master', 'dev']",0,0
